n,support_bin,method,n_rows,n_success,n_minimal_usable,n_frontier_display_ok,success_rate,minimal_usability_rate,coverage,coverage_conditional_on_raw_success,coverage_conditional_on_minimal_usable,coverage_conditional_on_frontier_display_ok,mc_se_coverage,coverage_unconditional,avg_ci_length,median_ci_length,p95_ci_length,p99_ci_length,pathological_length_rate,formal_support_ok_rate,coverage_display_ok_rate,avg_local_support_score,avg_min_unique_h,avg_min_unique_b,avg_obs_h_left,avg_obs_h_right,avg_obs_b_left,avg_obs_b_right
1500,0-2,RBC MSE,19818,19750,19694,0,0.996568775860329,0.9937430618629529,0.9410632911392405,0.9410632911392405,0.9408957042754138,,0.0016757869598055292,0.9378342920577253,7167.030965174361,0.21132450521259288,0.24922126078249493,0.27485646662556157,0.0028257139973761228,0.9937430618629529,0.0,1.9937430618629528,1.9937430618629528,4.646634372792411,85.4347058229892,71.69472196992633,214.7979614491876,145.7493188010899
1500,3-4,RBC MSE,14765,14765,14765,0,1.0,1.0,0.9286826955638334,0.9286826955638334,0.9286826955638334,,0.0021179436980002077,0.9286826955638334,0.20546528424722993,0.2035163332439467,0.2489057121033793,0.2744972204774144,0.0,1.0,0.0,3.3550965120216727,3.3550965120216727,7.788960379275313,84.6752455130376,71.33877412800541,213.45072807314597,145.24910260751778
1500,5-7,RBC MSE,6596,6596,6596,6596,1.0,1.0,0.9232868405093997,0.9232868405093997,0.9232868405093997,0.9232868405093997,0.0032768980827621867,0.9232868405093997,0.20162678450700497,0.19853459036382937,0.2519274502875403,0.28257511552544606,0.0,1.0,1.0,5.666616130988478,5.666616130988478,13.51228016979988,80.27077016373559,68.01531231049121,208.51288659793815,142.96361431170405
1500,8-12,RBC MSE,3638,3638,3638,3638,1.0,1.0,0.9452996151731721,0.9452996151731721,0.9452996151731721,0.9452996151731721,0.003770062795465753,0.9452996151731721,0.19932256004555748,0.1964241538676718,0.25121797098731413,0.2760955859733996,0.0,1.0,1.0,8.292193512919185,8.292193512919185,19.24216602528862,84.01264431006047,71.06487080813633,214.60142935678945,145.9749862561847
1500,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9334,0.9334,0.9334,0.9334,0.0035260300622654934,0.9334,0.20228124175316178,0.1987833559649692,0.25923744539867355,0.2905908372072652,0.0,1.0,1.0,65.074,65.074,140.8564,77.5596,66.2056,204.1298,140.8594
1500,missing,RBC MSE,183,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
2000,0-2,Bias-aware/Honest,21293,20800,20800,0,0.976846851077819,0.976846851077819,0.9998557692307692,0.9998557692307692,0.9998557692307692,,8.326566805550216e-05,0.9767059597050674,0.488620098195134,0.4729195248366258,0.6297066569000318,0.6404312363427,0.0,0.976846851077819,0.0,1.976846851077819,1.976846851077819,4.622035410698351,109.6486638801484,92.62391396233504,275.29009533649554,189.4425398018128
2000,3-4,Bias-aware/Honest,13508,13508,13508,0,1.0,1.0,0.9982973053005626,0.9982973053005626,0.9982973053005626,,0.000354733999510185,0.9982973053005626,0.3293731381405709,0.327776607665311,0.38633998372053957,0.41838804170538585,0.0,1.0,0.0,3.34683150725496,3.34683150725496,7.845202842759846,106.45188036718982,90.57580692922713,270.26798933965057,187.1273319514362
2000,5-7,Bias-aware/Honest,7264,7264,7264,7264,1.0,1.0,0.9983480176211453,0.9983480176211453,0.9983480176211453,0.9983480176211453,0.00047649216892013126,0.9983480176211453,0.29965140214415514,0.2969815149041555,0.36083200295681817,0.39029642492464495,0.0,1.0,1.0,5.786068281938326,5.786068281938326,14.084526431718063,99.46241740088105,85.52491740088105,263.8561398678414,184.25454295154185
2000,8-12,Bias-aware/Honest,2296,2296,2296,2296,1.0,1.0,0.997822299651568,0.997822299651568,0.997822299651568,0.997822299651568,0.0009728361966517668,0.997822299651568,0.31173935357265653,0.309648079745366,0.37079611538918983,0.4001855123294707,0.0,1.0,1.0,8.098432055749129,8.098432055749129,18.721254355400696,109.24085365853658,92.91594076655052,276.79050522648083,190.26132404181186
2000,13+,Bias-aware/Honest,5000,5000,5000,5000,1.0,1.0,0.9954,0.9954,0.9954,0.9954,0.000956957679315031,0.9954,0.28729306390566794,0.2844837245179388,0.3486466922064429,0.3790320189058588,0.0,1.0,1.0,82.165,82.165,181.4696,96.6186,83.3404,258.5146,181.4696
2000,missing,Bias-aware/Honest,639,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
2000,0-2,Conventional MSE,21293,21044,20800,0,0.9883060160616165,0.976846851077819,0.5970347842615472,0.5970347842615472,0.5923076923076923,,0.003381189022464105,0.5900530690837364,19484.722881190075,0.1598092892744351,0.19808879645742056,352658.83485276543,0.011459164983797492,0.976846851077819,0.0,1.976846851077819,1.976846851077819,4.622035410698351,109.6486638801484,92.62391396233504,275.29009533649554,189.4425398018128
2000,3-4,Conventional MSE,13508,13508,13508,0,1.0,1.0,0.7842759846017175,0.7842759846017175,0.7842759846017175,,0.003539062073862726,0.7842759846017175,0.16683136620656788,0.1654197392953893,0.1995117563613968,0.21820826610041336,0.0,1.0,0.0,3.34683150725496,3.34683150725496,7.845202842759846,106.45188036718982,90.57580692922713,270.26798933965057,187.1273319514362
2000,5-7,Conventional MSE,7264,7264,7264,7264,1.0,1.0,0.8803689427312775,0.8803689427312775,0.8803689427312775,0.8803689427312775,0.003807732311847212,0.8803689427312775,0.1661696197390274,0.16443930089018985,0.203128637229796,0.2237199717601693,0.0,1.0,1.0,5.786068281938326,5.786068281938326,14.084526431718063,99.46241740088105,85.52491740088105,263.8561398678414,184.25454295154185
2000,8-12,Conventional MSE,2296,2296,2296,2296,1.0,1.0,0.742595818815331,0.742595818815331,0.742595818815331,0.742595818815331,0.009124269544848802,0.742595818815331,0.16291625380422733,0.1612943564785829,0.19774638449091883,0.21852491604365795,0.0,1.0,1.0,8.098432055749129,8.098432055749129,18.721254355400696,109.24085365853658,92.91594076655052,276.79050522648083,190.26132404181186
2000,13+,Conventional MSE,5000,5000,5000,5000,1.0,1.0,0.8758,0.8758,0.8758,0.8758,0.004664211830523995,0.8758,0.1676268713550613,0.16568788801342377,0.20895148633966795,0.2309311538400848,0.0,1.0,1.0,82.165,82.165,181.4696,96.6186,83.3404,258.5146,181.4696
2000,missing,Conventional MSE,639,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
2000,0-2,RBC MSE,21293,21054,20800,0,0.9887756539707885,0.976846851077819,0.9361166524175929,0.9361166524175929,0.9353365384615384,,0.001685355447079205,0.9256093551871507,20445.04939120513,0.1865971528483849,0.2187735047844242,398739.44326575217,0.01192880289296952,0.976846851077819,0.0,1.976846851077819,1.976846851077819,4.622035410698351,109.6486638801484,92.62391396233504,275.29009533649554,189.4425398018128
2000,3-4,RBC MSE,13508,13508,13508,0,1.0,1.0,0.9269321883328397,0.9269321883328397,0.9269321883328397,,0.0022391928884376174,0.9269321883328397,0.18252092146809898,0.18122252989061174,0.21652693775417345,0.235300831581257,0.0,1.0,0.0,3.34683150725496,3.34683150725496,7.845202842759846,106.45188036718982,90.57580692922713,270.26798933965057,187.1273319514362
2000,5-7,RBC MSE,7264,7264,7264,7264,1.0,1.0,0.9469988986784141,0.9469988986784141,0.9469988986784141,0.9469988986784141,0.002628628826441231,0.9469988986784141,0.17895513959648832,0.17713651854862,0.21789598860959086,0.23980221844124774,0.0,1.0,1.0,5.786068281938326,5.786068281938326,14.084526431718063,99.46241740088105,85.52491740088105,263.8561398678414,184.25454295154185
2000,8-12,RBC MSE,2296,2296,2296,2296,1.0,1.0,0.9150696864111498,0.9150696864111498,0.9150696864111498,0.9150696864111498,0.00581798378208181,0.9150696864111498,0.17581405671614045,0.1740104155529267,0.21336972112920935,0.23542527776520106,0.0,1.0,1.0,8.098432055749129,8.098432055749129,18.721254355400696,109.24085365853658,92.91594076655052,276.79050522648083,190.26132404181186
2000,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9352,0.9352,0.9352,0.9352,0.003481406612276135,0.9352,0.17919563585370515,0.17712193217203515,0.22315465650689906,0.24624902465520876,0.0,1.0,1.0,82.165,82.165,181.4696,96.6186,83.3404,258.5146,181.4696
2000,missing,RBC MSE,639,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
3000,0-2,Bias-aware/Honest,22024,20128,20128,0,0.9139120958953868,0.9139120958953868,0.9999503179650239,0.9999503179650239,0.9999503179650239,,4.9680800808511665e-05,0.9138666908826735,0.4227695076350204,0.42664352725958343,0.5956405174449023,0.6052754360708272,0.0,0.9139120958953868,0.0,1.9139120958953868,1.9139120958953868,4.634489647657102,149.09439702143118,127.65646567381039,388.7986741736288,272.6338085724664
3000,3-4,Bias-aware/Honest,12377,12377,12377,0,1.0,1.0,0.9987880746546013,0.9987880746546013,0.9987880746546013,,0.0003127281046598171,0.9987880746546013,0.2754098591908712,0.2749973637053458,0.32552549332652225,0.34261357834657613,0.0,1.0,0.0,3.3304516441787184,3.3304516441787184,8.153914518865637,142.3978346933829,123.08645067463844,375.1291912418195,266.22412539387574
3000,5-7,Bias-aware/Honest,7561,7561,7561,7561,1.0,1.0,0.9980161354318212,0.9980161354318212,0.9980161354318212,0.9980161354318212,0.0005117232775726243,0.9980161354318212,0.25724899811651336,0.2560847996091082,0.2993688043057991,0.31702534514480457,0.0,1.0,1.0,6.036635365692368,6.036635365692368,14.721333156989816,141.0019838645682,122.26438301811929,373.0181192963894,265.10117709297714
3000,8-12,Bias-aware/Honest,449,449,449,449,1.0,1.0,0.9910913140311804,0.9910913140311804,0.9910913140311804,0.9910913140311804,0.004434457425356771,0.9910913140311804,0.2720225124503798,0.2707309682929626,0.3140733036985283,0.3358754797301117,0.0,1.0,1.0,8.011135857461024,8.011135857461024,18.207126948775056,160.83741648106906,138.57683741648106,400.93986636971044,280.0489977728285
3000,13+,Bias-aware/Honest,5000,5000,5000,5000,1.0,1.0,0.9972,0.9972,0.9972,0.9972,0.000747283078893136,0.9972,0.24283755319597494,0.2413592168767988,0.28588940898894627,0.3084344081006117,0.0,1.0,1.0,113.807,113.807,258.625,131.5684,114.9968,360.3392,258.625
3000,missing,Bias-aware/Honest,2589,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
3000,0-2,Conventional MSE,22024,21083,20128,0,0.9572738830366873,0.9139120958953868,0.5764834226628089,0.5764834226628089,0.5564387917329093,,0.003403003645600587,0.5518525245187068,53815.49313483658,0.1358728259610861,0.18061147368206742,1317201.4110638467,0.043316382128586996,0.9139120958953868,0.0,1.9139120958953868,1.9139120958953868,4.634489647657102,149.09439702143118,127.65646567381039,388.7986741736288,272.6338085724664
3000,3-4,Conventional MSE,12377,12377,12377,0,1.0,1.0,0.8064151248283106,0.8064151248283106,0.8064151248283106,,0.003551463439901251,0.8064151248283106,0.14258134373746328,0.1417259996418129,0.16673489638096933,0.17869636328051106,0.0,1.0,0.0,3.3304516441787184,3.3304516441787184,8.153914518865637,142.3978346933829,123.08645067463844,375.1291912418195,266.22412539387574
3000,5-7,Conventional MSE,7561,7561,7561,7561,1.0,1.0,0.8484327469911387,0.8484327469911387,0.8484327469911387,0.8484327469911387,0.00412402967910059,0.8484327469911387,0.14049823861311425,0.1396051375257538,0.166142197870724,0.17946241638011615,0.0,1.0,1.0,6.036635365692368,6.036635365692368,14.721333156989816,141.0019838645682,122.26438301811929,373.0181192963894,265.10117709297714
3000,8-12,Conventional MSE,449,449,449,449,1.0,1.0,0.41202672605790647,0.41202672605790647,0.41202672605790647,0.41202672605790647,0.023228347585725347,0.41202672605790647,0.1334102095218871,0.1325779738304904,0.1554142007373727,0.1656590665231177,0.0,1.0,1.0,8.011135857461024,8.011135857461024,18.207126948775056,160.83741648106906,138.57683741648106,400.93986636971044,280.0489977728285
3000,13+,Conventional MSE,5000,5000,5000,5000,1.0,1.0,0.878,0.878,0.878,0.878,0.004628520281904358,0.878,0.1424171455217709,0.1413208498831504,0.17184545922862166,0.18756365900789593,0.0,1.0,1.0,113.807,113.807,258.625,131.5684,114.9968,360.3392,258.625
3000,missing,Conventional MSE,2589,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
3000,0-2,RBC MSE,22024,21078,20128,0,0.9570468579731203,0.9139120958953868,0.927744567795806,0.927744567795806,0.9243342607313195,,0.0017833425077935484,0.8878950236106066,61011.29955963766,0.15803757963759096,0.19458566964610544,1483146.0927744408,0.04313476207773338,0.9139120958953868,0.0,1.9139120958953868,1.9139120958953868,4.634489647657102,149.09439702143118,127.65646567381039,388.7986741736288,272.6338085724664
3000,3-4,RBC MSE,12377,12377,12377,0,1.0,1.0,0.9375454472004524,0.9375454472004524,0.9375454472004524,,0.002175056388793099,0.9375454472004524,0.15484574128034573,0.1541352022252002,0.17995009961778619,0.19192160282854637,0.0,1.0,0.0,3.3304516441787184,3.3304516441787184,8.153914518865637,142.3978346933829,123.08645067463844,375.1291912418195,266.22412539387574
3000,5-7,RBC MSE,7561,7561,7561,7561,1.0,1.0,0.9530485385531015,0.9530485385531015,0.9530485385531015,0.9530485385531015,0.002432721807793566,0.9530485385531015,0.1507545777059641,0.1499206561314476,0.1777257008910568,0.19143087467240477,0.0,1.0,1.0,6.036635365692368,6.036635365692368,14.721333156989816,141.0019838645682,122.26438301811929,373.0181192963894,265.10117709297714
3000,8-12,RBC MSE,449,449,449,449,1.0,1.0,0.7527839643652561,0.7527839643652561,0.7527839643652561,0.7527839643652561,0.020358713371807734,0.7527839643652561,0.1439664511576641,0.1430791602686643,0.16803355708515466,0.17753932725748742,0.0,1.0,1.0,8.011135857461024,8.011135857461024,18.207126948775056,160.83741648106906,138.57683741648106,400.93986636971044,280.0489977728285
3000,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9386,0.9386,0.9386,0.9386,0.003394997496317192,0.9386,0.1515578328525609,0.15045664865543124,0.18248037845962353,0.19998278570667805,0.0,1.0,1.0,113.807,113.807,258.625,131.5684,114.9968,360.3392,258.625
3000,missing,RBC MSE,2589,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
4000,0-2,Bias-aware/Honest,21569,18576,18576,0,0.8612360331957902,0.8612360331957902,1.0,1.0,1.0,,0.0,0.8612360331957902,0.37353407464715355,0.35817580203080185,0.5001393920251158,0.5819853445603353,0.0,0.8612360331957902,0.0,1.8612360331957902,1.8612360331957902,4.627289165005331,182.42292178589642,157.8790393620474,490.3893087301219,349.2660299503918
4000,3-4,Bias-aware/Honest,12446,12446,12446,0,1.0,1.0,0.9993572232042424,0.9993572232042424,0.9993572232042424,,0.00022718286637973478,0.9993572232042424,0.2442515392708205,0.24413104415254544,0.2765960739473474,0.3012299953759508,0.0,1.0,0.0,3.3515185601799775,3.3515185601799775,8.461754780652418,175.21918688735337,153.02185441105576,475.52346135304515,342.40253896834326
4000,5-7,Bias-aware/Honest,6259,6259,6259,6259,1.0,1.0,0.9979229908931139,0.9979229908931139,0.9979229908931139,0.9979229908931139,0.000575460129053594,0.9979229908931139,0.22990857782542123,0.2292677802896605,0.26352146104428986,0.2793958810278815,0.0,1.0,1.0,6.101134366512222,6.101134366512222,15.16887681738297,176.13963891995527,154.20818022048252,474.6101613676306,341.96213452628217
4000,8-12,Bias-aware/Honest,43,43,43,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2515893629634088,0.2531881866608234,0.27787009437869614,0.2923286382281412,0.0,1.0,1.0,8.0,8.0,17.627906976744185,215.6046511627907,182.97674418604652,516.7906976744187,361.2325581395349
4000,13+,Bias-aware/Honest,5000,5000,5000,5000,1.0,1.0,0.9976,0.9976,0.9976,0.9976,0.0006919884392097831,0.9976,0.21593351420270387,0.2148887944511259,0.2500925571175081,0.2673758421534772,0.0,1.0,1.0,143.3184,143.3184,332.5848,164.001,144.5414,456.786,332.5848
4000,missing,Bias-aware/Honest,4683,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
4000,0-2,Conventional MSE,21569,20099,18576,0,0.9318466317399973,0.8612360331957902,0.5966465993333001,0.5966465993333001,0.5635766580534023,,0.003460303731953949,0.5559831239278594,78038.03397384571,0.1221964278199774,359642.1361451188,1865081.8458467673,0.07061059854420697,0.8612360331957902,0.0,1.8612360331957902,1.8612360331957902,4.627289165005331,182.42292178589642,157.8790393620474,490.3893087301219,349.2660299503918
4000,3-4,Conventional MSE,12446,12446,12446,0,1.0,1.0,0.8319138679093685,0.8319138679093685,0.8319138679093685,,0.0033518936091812327,0.8319138679093685,0.12724710045865611,0.1266918322476402,0.14660584734047027,0.15531946253096532,0.0,1.0,0.0,3.3515185601799775,3.3515185601799775,8.461754780652418,175.21918688735337,153.02185441105576,475.52346135304515,342.40253896834326
4000,5-7,Conventional MSE,6259,6259,6259,6259,1.0,1.0,0.8113117111359642,0.8113117111359642,0.8113117111359642,0.8113117111359642,0.004945541718575815,0.8113117111359642,0.12512763534415916,0.1244021508309725,0.14566119860608354,0.1551550331151635,0.0,1.0,1.0,6.101134366512222,6.101134366512222,15.16887681738297,176.13963891995527,154.20818022048252,474.6101613676306,341.96213452628217
4000,8-12,Conventional MSE,43,43,43,43,1.0,1.0,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.0442955007667783,0.09302325581395349,0.11747709432310964,0.1174932523835012,0.13207283350371252,0.1375683841970728,0.0,1.0,1.0,8.0,8.0,17.627906976744185,215.6046511627907,182.97674418604652,516.7906976744187,361.2325581395349
4000,13+,Conventional MSE,5000,5000,5000,5000,1.0,1.0,0.8824,0.8824,0.8824,0.8824,0.004555661093628455,0.8824,0.1272367453557608,0.1263412295934345,0.15063518268397652,0.16213799953281774,0.0,1.0,1.0,143.3184,143.3184,332.5848,164.001,144.5414,456.786,332.5848
4000,missing,Conventional MSE,4683,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
4000,0-2,RBC MSE,21569,20128,18576,0,0.9331911539709768,0.8612360331957902,0.9260234499205088,0.9260234499205088,0.9198428079242033,,0.0018448357985200148,0.8641568918355047,81058.83487856321,0.1411055186963161,346621.76008932135,1912272.1757182425,0.0719551207751866,0.8612360331957902,0.0,1.8612360331957902,1.8612360331957902,4.627289165005331,182.42292178589642,157.8790393620474,490.3893087301219,349.2660299503918
4000,3-4,RBC MSE,12446,12446,12446,0,1.0,1.0,0.9463281375542343,0.9463281375542343,0.9463281375542343,,0.0020201299677405503,0.9463281375542343,0.1376067791337237,0.1370890422363486,0.15756177989738446,0.1662082912579346,0.0,1.0,0.0,3.3515185601799775,3.3515185601799775,8.461754780652418,175.21918688735337,153.02185441105576,475.52346135304515,342.40253896834326
4000,5-7,RBC MSE,6259,6259,6259,6259,1.0,1.0,0.9312989295414603,0.9312989295414603,0.9312989295414603,0.9312989295414603,0.00319722962280889,0.9312989295414603,0.13381356849157466,0.1330438715175992,0.15528336907080487,0.16537613746885602,0.0,1.0,1.0,6.101134366512222,6.101134366512222,15.16887681738297,176.13963891995527,154.20818022048252,474.6101613676306,341.96213452628217
4000,8-12,RBC MSE,43,43,43,43,1.0,1.0,0.4418604651162791,0.4418604651162791,0.4418604651162791,0.4418604651162791,0.07573205436112189,0.4418604651162791,0.1271495064567947,0.1273321448495536,0.14283182637054312,0.14725214001935882,0.0,1.0,1.0,8.0,8.0,17.627906976744185,215.6046511627907,182.97674418604652,516.7906976744187,361.2325581395349
4000,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9418,0.9418,0.9418,0.9418,0.0033109744789110054,0.9418,0.1349957349777266,0.13413993566637125,0.1596064885715488,0.1718628546937016,0.0,1.0,1.0,143.3184,143.3184,332.5848,164.001,144.5414,456.786,332.5848
4000,missing,RBC MSE,4683,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
5000,0-2,Bias-aware/Honest,21260,17700,17700,0,0.8325493885230479,0.8325493885230479,0.9999435028248588,0.9999435028248588,0.9999435028248588,,5.649557915329125e-05,0.8325023518344309,0.3378659582869409,0.3393068766532283,0.4813318557965024,0.4915597593604746,0.0,0.8325493885230479,0.0,1.832549388523048,1.832549388523048,4.606396989651929,213.95997177798682,186.88452492944498,580.033537158984,420.18118532455316
5000,3-4,Bias-aware/Honest,11944,11944,11944,0,1.0,1.0,0.9996651038178165,0.9996651038178165,0.9996651038178165,,0.00016742004988063014,0.9996651038178165,0.2236885376649734,0.22058289590753194,0.25492261398349425,0.26336512641995813,0.0,1.0,0.0,3.3927494976557266,3.3927494976557266,8.605659745478901,209.89986604152713,184.57024447421298,573.3057602143335,417.0553415941058
5000,5-7,Bias-aware/Honest,5414,5414,5414,5414,1.0,1.0,0.9987070557813077,0.9987070557813077,0.9987070557813077,0.9987070557813077,0.000488370955561815,0.9987070557813077,0.20916551557864543,0.2083618634581339,0.23824377845080735,0.2523222963715532,0.0,1.0,1.0,6.038049501292944,6.038049501292944,15.28407831547839,206.69431104543776,182.17657923900998,567.0990025858885,413.9658293313631
5000,13+,Bias-aware/Honest,5000,5000,5000,5000,1.0,1.0,0.9984,0.9984,0.9984,0.9984,0.0005652326954449903,0.9984,0.19688019138545157,0.19589085889043464,0.22596427915873174,0.23916786186422465,0.0,1.0,1.0,171.4614,171.4614,404.0726,194.6706,172.6998,548.7006,404.0726
5000,missing,Bias-aware/Honest,6382,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
5000,0-2,Conventional MSE,21260,19458,17700,0,0.9152398871119474,0.8325493885230479,0.6100318635008737,0.6100318635008737,0.5713559322033899,,0.003496565933585793,0.5583254938852305,82837.24258046217,0.11245716827345831,396040.6393609896,1929599.0113924157,0.08264346190028223,0.8325493885230479,0.0,1.832549388523048,1.832549388523048,4.606396989651929,213.95997177798682,186.88452492944498,580.033537158984,420.18118532455316
5000,3-4,Conventional MSE,11944,11944,11944,0,1.0,1.0,0.8203281982585399,0.8203281982585399,0.8203281982585399,,0.0035128441652465263,0.8203281982585399,0.11580511916032624,0.11525405666352559,0.1319759339284457,0.1393173967155378,0.0,1.0,0.0,3.3927494976557266,3.3927494976557266,8.605659745478901,209.89986604152713,184.57024447421298,573.3057602143335,417.0553415941058
5000,5-7,Conventional MSE,5414,5414,5414,5414,1.0,1.0,0.8293313631326191,0.8293313631326191,0.8293313631326191,0.8293313631326191,0.005113070477115951,0.8293313631326191,0.11469144613513098,0.1140812528934969,0.1326319994611226,0.14054923399327754,0.0,1.0,1.0,6.038049501292944,6.038049501292944,15.28407831547839,206.69431104543776,182.17657923900998,567.0990025858885,413.9658293313631
5000,13+,Conventional MSE,5000,5000,5000,5000,1.0,1.0,0.8864,0.8864,0.8864,0.8864,0.004487650610285966,0.8864,0.11641481906221163,0.1155893340839271,0.13640519916861754,0.14572916530390265,0.0,1.0,1.0,171.4614,171.4614,404.0726,194.6706,172.6998,548.7006,404.0726
5000,missing,Conventional MSE,6382,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
5000,0-2,RBC MSE,21260,19466,17700,0,0.9156161806208842,0.8325493885230479,0.9320353436761533,0.9320353436761533,0.9252542372881356,,0.0018039288067335365,0.8533866415804328,74885.01342341195,0.1290024687566031,362841.22500057926,1738503.191560732,0.08306679209783631,0.8325493885230479,0.0,1.832549388523048,1.832549388523048,4.606396989651929,213.95997177798682,186.88452492944498,580.033537158984,420.18118532455316
5000,3-4,RBC MSE,11944,11944,11944,0,1.0,1.0,0.9453281982585399,0.9453281982585399,0.9453281982585399,,0.0020801665203764807,0.9453281982585399,0.12502862354001423,0.12459339946705619,0.14182861141004222,0.14919779070514555,0.0,1.0,0.0,3.3927494976557266,3.3927494976557266,8.605659745478901,209.89986604152713,184.57024447421298,573.3057602143335,417.0553415941058
5000,5-7,RBC MSE,5414,5414,5414,5414,1.0,1.0,0.9294421869227928,0.9294421869227928,0.9294421869227928,0.9294421869227928,0.003480363621324649,0.9294421869227928,0.12230430590446595,0.1217084623619708,0.14076767762451126,0.14903224249855573,0.0,1.0,1.0,6.038049501292944,6.038049501292944,15.28407831547839,206.69431104543776,182.17657923900998,567.0990025858885,413.9658293313631
5000,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9436,0.9436,0.9436,0.9436,0.0032624849424939878,0.9436,0.12323749566967593,0.1224582567160403,0.14405091833485584,0.1540797346730987,0.0,1.0,1.0,171.4614,171.4614,404.0726,194.6706,172.6998,548.7006,404.0726
5000,missing,RBC MSE,6382,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
