n,regime,scenario,delta,variable,comparison,n_pairs,mean_diff,se_diff
500,fixed_delta_0.06,F_delta_0.06,0.06,estimate,RBC MSE - Conventional MSE,4955,-0.09679154673108484,0.0002535091779186983
500,fixed_delta_0.065,F_delta_0.065,0.065,estimate,RBC MSE - Conventional MSE,4865,-0.10905338050191123,0.0002594426624684996
500,fixed_delta_0.07,F_delta_0.07,0.07,estimate,RBC MSE - Conventional MSE,4668,-0.12095857717984017,0.0002624905703700221
500,fixed_delta_0.075,F_delta_0.075,0.075,estimate,RBC MSE - Conventional MSE,4285,-0.1329106918180494,0.0002758572330586707
500,fixed_delta_0.08,F_delta_0.08,0.08,estimate,RBC MSE - Conventional MSE,3694,-0.1445212233303283,0.0003056278014196293
500,fixed_delta_0.09,F_delta_0.09,0.09,estimate,RBC MSE - Conventional MSE,2636,-0.16806323279429658,0.0003855292151516718
500,fixed_delta_0.1,F_delta_0.1,0.1,estimate,RBC MSE - Conventional MSE,2101,-0.19337289675437017,0.00044388930338502467
500,fixed_delta_0.12,F_delta_0.12,0.12,estimate,RBC MSE - Conventional MSE,48,-0.21901940512627563,0.003073410354177538
500,shrinking_delta,S_shrink_delta_0.0500,0.05,estimate,RBC MSE - Conventional MSE,4998,-0.07212067142319452,0.00022789277052819043
750,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.03528543356297927,8.84504659023347e-05
750,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.03663979287010436,8.541046529239085e-05
750,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.03855049686727674,7.697289059148287e-05
750,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.04109727366770544,7.217792320942041e-05
750,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.04480072174526859,8.39258802314904e-05
750,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,5000,-0.04819071425188408,8.596938852843865e-05
750,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,5000,-0.05121581537123525,0.00013371175220585837
750,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,4998,-0.060721348526392105,0.0001933990174185144
750,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,4991,-0.07264036542171726,0.00021592886258286746
750,shrinking_delta,S_shrink_delta_0.0408,0.0408248290463863,estimate,RBC MSE - Conventional MSE,5000,-0.0523531546791334,0.0001444838679232571
1000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.0313562328081641,6.771920114673968e-05
1000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.03294343933650462,6.470344988903768e-05
1000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.035066625650812776,5.975315583708315e-05
1000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.03749212406971907,5.944508648659218e-05
1000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.04207429021451361,6.900812011463954e-05
1000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,5000,-0.04376149848453533,7.962025082553637e-05
1000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4999,-0.04941098657942802,0.00013744488304527324
1000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,4993,-0.06106922485241272,0.0001830649255915866
1000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,4966,-0.07307495386075942,0.0001938028113394683
1000,shrinking_delta,S_shrink_delta_0.0354,0.0353553390593273,estimate,RBC MSE - Conventional MSE,5000,-0.04392402999330194,8.321929393163972e-05
1500,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.02683428511680685,4.779580140957787e-05
1500,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.02858917836273637,4.5912702097967957e-05
1500,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.031013532050080114,4.426668666575225e-05
1500,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.0337186925134779,5.6035097228264815e-05
1500,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.03735762778026488,5.012103917079803e-05
1500,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,5000,-0.03948941925945616,8.992139093594431e-05
1500,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4999,-0.04949918085178585,0.00013949109851867629
1500,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,4961,-0.061705243017662385,0.00016016061260046836
1500,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,4733,-0.07264083798862402,0.00015776950753885698
1500,shrinking_delta,S_shrink_delta_0.0289,0.0288675134594812,estimate,RBC MSE - Conventional MSE,5000,-0.037011842114437414,5.005294001033027e-05
2000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.024169992279389676,3.7708135788393474e-05
2000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.025993706986326123,3.5824430514241845e-05
2000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.02829328005531408,3.35386180636103e-05
2000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.03194193393544456,4.812297355578228e-05
2000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.03331210178122348,4.7429348269300154e-05
2000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,5000,-0.03869004201871099,9.363954436581347e-05
2000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4996,-0.050075466144310445,0.0001332372008168128
2000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,4832,-0.06138761275716498,0.00013664637797955955
2000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,4040,-0.07077939359046097,0.00013269003245391207
2000,shrinking_delta,S_shrink_delta_0.0250,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.03194193393544456,4.812297355578228e-05
3000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.020899281057472067,2.7400671116362558e-05
3000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.02256750187834012,2.5672094328777188e-05
3000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.024497859771828126,2.964740833536739e-05
3000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.028856173600215754,3.16289734825524e-05
3000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.029751666801677415,5.852367147687272e-05
3000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,4999,-0.03910857181834205,9.378874102613426e-05
3000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4924,-0.050580945378581266,0.0001155105387707099
3000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,3903,-0.05929489544956082,0.00010785711309578666
3000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,1689,-0.06510002160849572,0.0001370103084187749
3000,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,estimate,RBC MSE - Conventional MSE,5000,-0.024776160668007634,3.205111897533964e-05
4000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.018854047136438994,2.2348789016263875e-05
4000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.020575521868219628,2.4176449379812716e-05
4000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.022840193910102773,3.2416501857962145e-05
4000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.02559697929572068,2.805073773519244e-05
4000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.029364176673496025,6.434625951224116e-05
4000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,4993,-0.039646099558920726,9.42453739140538e-05
4000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4652,-0.05002442223334702,9.994414834644407e-05
4000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,2255,-0.0559113121137038,0.0001032490669797629
4000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,424,-0.0582253469833928,0.00026682981308909736
4000,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,estimate,RBC MSE - Conventional MSE,5000,-0.021669587826337416,2.0046166821604335e-05
5000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,RBC MSE - Conventional MSE,5000,-0.017462944424797837,1.889231864752414e-05
5000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,RBC MSE - Conventional MSE,5000,-0.019408603895331687,2.1756517624721775e-05
5000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,RBC MSE - Conventional MSE,5000,-0.022069530552869063,3.100149118644867e-05
5000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,RBC MSE - Conventional MSE,5000,-0.023165018487297774,2.846394018563257e-05
5000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,RBC MSE - Conventional MSE,5000,-0.029520318419884346,6.25606271416077e-05
5000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,RBC MSE - Conventional MSE,4962,-0.04001903746880258,9.063859996118933e-05
5000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,RBC MSE - Conventional MSE,4014,-0.048835384517270645,8.561202115340339e-05
5000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,RBC MSE - Conventional MSE,968,-0.05247757052495346,0.0001267992259692641
5000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,RBC MSE - Conventional MSE,114,-0.05145613922121794,0.0005037212637981191
5000,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,estimate,RBC MSE - Conventional MSE,5000,-0.019844727358252743,1.869436835027857e-05
500,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.042240882761552474,0.00013221841038649183
500,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.043466302928965896,0.00013109334634774742
500,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.045599463802303536,0.00012340342717744087
500,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.047432763790426886,0.0001178215486028399
500,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.049779017466550536,0.0001149460712160537
500,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,5000,0.053966572190608804,0.00011525477438103772
500,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,5000,0.05685332827720372,0.00013049272126804367
500,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,5000,0.06208036412713522,0.0001890221679571809
500,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,4998,0.07212067142319459,0.00022789277052818994
500,fixed_delta_0.055,F_delta_0.055,0.055,estimate,Bias-aware/Honest - RBC MSE,4991,0.08451221990407128,0.00025133393238512393
500,fixed_delta_0.06,F_delta_0.06,0.06,estimate,Bias-aware/Honest - RBC MSE,4955,0.09679154673108487,0.00025350917791869856
500,fixed_delta_0.065,F_delta_0.065,0.065,estimate,Bias-aware/Honest - RBC MSE,4865,0.10905338050191017,0.00025944266246847485
500,fixed_delta_0.07,F_delta_0.07,0.07,estimate,Bias-aware/Honest - RBC MSE,4668,0.12095857717984058,0.00026249057037003846
500,fixed_delta_0.075,F_delta_0.075,0.075,estimate,Bias-aware/Honest - RBC MSE,4285,0.13291069181804982,0.0002758572330586828
500,fixed_delta_0.08,F_delta_0.08,0.08,estimate,Bias-aware/Honest - RBC MSE,3694,0.14452122333051234,0.00030562780142200205
500,fixed_delta_0.09,F_delta_0.09,0.09,estimate,Bias-aware/Honest - RBC MSE,2636,0.16806323279426802,0.00038552921515136554
500,fixed_delta_0.1,F_delta_0.1,0.1,estimate,Bias-aware/Honest - RBC MSE,2101,0.1933728967543683,0.00044388930338509763
500,fixed_delta_0.12,F_delta_0.12,0.12,estimate,Bias-aware/Honest - RBC MSE,48,0.21901940512620713,0.0030734103541836593
500,shrinking_delta,S_shrink_delta_0.0500,0.05,estimate,Bias-aware/Honest - RBC MSE,4998,0.07212067142319459,0.00022789277052818994
750,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.03528543356297926,8.84504659023322e-05
750,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.03663979287010436,8.541046529239264e-05
750,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.03855049686727685,7.697289059148365e-05
750,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.041097273667705506,7.217792320941909e-05
750,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.04480072174526864,8.392588023148828e-05
750,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,5000,0.04819071425188406,8.596938852843627e-05
750,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,5000,0.05121581537123502,0.00013371175220585973
750,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,4998,0.06072134852639225,0.00019339901741851465
750,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,4991,0.07264036542171717,0.00021592886258286893
750,shrinking_delta,S_shrink_delta_0.0408,0.0408248290463863,estimate,Bias-aware/Honest - RBC MSE,5000,0.0523531546791336,0.0001444838679232574
1000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.031356232808163964,6.771920114673869e-05
1000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.03294343933650479,6.470344988903551e-05
1000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.03506662565081278,5.9753155837085195e-05
1000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.03749212406971885,5.9445086486596826e-05
1000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.04207429021451361,6.900812011464062e-05
1000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,5000,0.043761498484535304,7.962025082554161e-05
1000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4999,0.04941098657942821,0.00013744488304527573
1000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,4993,0.06106922485241286,0.00018306492559158562
1000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,4966,0.07307495386075916,0.00019380281133946404
1000,shrinking_delta,S_shrink_delta_0.0354,0.0353553390593273,estimate,Bias-aware/Honest - RBC MSE,5000,0.043924029993301916,8.3219293931644e-05
1500,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.02683428511680695,4.7795801409580014e-05
1500,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.0285891783627361,4.591270209796735e-05
1500,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.03101353205008014,4.426668666575272e-05
1500,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.033718692513478254,5.6035097228262653e-05
1500,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.03735762778026476,5.0121039170791634e-05
1500,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,5000,0.03948941925945612,8.992139093594344e-05
1500,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4999,0.04949918085178593,0.00013949109851867377
1500,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,4961,0.061705243017662635,0.00016016061260047153
1500,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,4733,0.07264083798862346,0.00015776950753885137
1500,shrinking_delta,S_shrink_delta_0.0289,0.0288675134594812,estimate,Bias-aware/Honest - RBC MSE,5000,0.03701184211443706,5.0052940010333144e-05
2000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.024169992279389704,3.770813578839363e-05
2000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.025993706986326016,3.582443051424174e-05
2000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.028293280055314448,3.353861806361061e-05
2000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.03194193393544467,4.8122973555778764e-05
2000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.033312101781223624,4.742934826929928e-05
2000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,5000,0.03869004201871077,9.363954436582048e-05
2000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4996,0.05007546614430956,0.00013323720081680936
2000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,4832,0.06138761275717993,0.00013664637797994314
2000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,4040,0.07077939359044552,0.00013269003245370897
2000,shrinking_delta,S_shrink_delta_0.0250,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.03194193393544467,4.8122973555778764e-05
3000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.020899281057472244,2.7400671116362436e-05
3000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.022567501878340203,2.5672094328775552e-05
3000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.02449785977182856,2.9647408335363053e-05
3000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.028856173600215584,3.162897348254859e-05
3000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.029751666801677776,5.8523671476873224e-05
3000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,4999,0.03910857181834179,9.378874102614529e-05
3000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4924,0.0505809453785806,0.00011551053877069872
3000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,3903,0.059294895449539475,0.0001078571130953928
3000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,1689,0.06510002160852495,0.00013701030841913422
3000,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,estimate,Bias-aware/Honest - RBC MSE,5000,0.024776160668007457,3.20511189753428e-05
4000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.018854047136439088,2.2348789016266812e-05
4000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.020575521868219874,2.4176449379814193e-05
4000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.022840193910102693,3.2416501857957104e-05
4000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.025596979295720423,2.8050737735191405e-05
4000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.029364176673496285,6.43462595122379e-05
4000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,4993,0.03964609955892062,9.42453739140498e-05
4000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4652,0.05002442223334725,9.994414834646238e-05
4000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,2255,0.05591131211356825,0.0001032490669787446
4000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,424,0.05822534698347571,0.00026682981307278987
4000,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,estimate,Bias-aware/Honest - RBC MSE,5000,0.02166958782633784,2.0046166821608032e-05
5000,fixed_delta_0.01,F_delta_0.01,0.01,estimate,Bias-aware/Honest - RBC MSE,5000,0.017462944424798104,1.8892318647522635e-05
5000,fixed_delta_0.015,F_delta_0.015,0.015,estimate,Bias-aware/Honest - RBC MSE,5000,0.019408603895331333,2.1756517624721504e-05
5000,fixed_delta_0.02,F_delta_0.02,0.02,estimate,Bias-aware/Honest - RBC MSE,5000,0.022069530552869247,3.10014911864454e-05
5000,fixed_delta_0.025,F_delta_0.025,0.025,estimate,Bias-aware/Honest - RBC MSE,5000,0.02316501848729771,2.846394018563357e-05
5000,fixed_delta_0.03,F_delta_0.03,0.03,estimate,Bias-aware/Honest - RBC MSE,5000,0.029520318419884808,6.25606271416055e-05
5000,fixed_delta_0.035,F_delta_0.035,0.035,estimate,Bias-aware/Honest - RBC MSE,4962,0.04001903746880502,9.063859996129318e-05
5000,fixed_delta_0.04,F_delta_0.04,0.04,estimate,Bias-aware/Honest - RBC MSE,4014,0.048835384517263825,8.561202115320475e-05
5000,fixed_delta_0.045,F_delta_0.045,0.045,estimate,Bias-aware/Honest - RBC MSE,968,0.05247757052495127,0.00012679922597093123
5000,fixed_delta_0.05,F_delta_0.05,0.05,estimate,Bias-aware/Honest - RBC MSE,114,0.05145613922115055,0.0005037212637927695
5000,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,estimate,Bias-aware/Honest - RBC MSE,5000,0.019844727358252406,1.8694368350276554e-05
500,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,RBC MSE - Conventional MSE,5000,0.03139630554042714,0.00017299412985082412
500,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,RBC MSE - Conventional MSE,5000,0.03220341653348351,0.00017714991621215452
500,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,RBC MSE - Conventional MSE,5000,0.03298358596323119,0.0001911356805316076
500,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,RBC MSE - Conventional MSE,5000,0.033699536785555234,0.00019191899461336556
500,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,RBC MSE - Conventional MSE,5000,0.03442319028988083,0.0001738013931832853
